Timestamp,What is the job title that best describes your role when using Xarray?,What field do you work in?,How did you hear about this survey?,How often do you use Xarray?,How many years have you been using Xarray?,How do you rate your level of Xarray proficiency?,"For your applications that use Xarray, how critical is Xarray?",Is Xarray stable enough for you?,What Xarray resources have you used for support in the last six months?,"Which of Xarray's core features are most important to you? [Label-based indexing, interpolation, groupby, reindexing, and computation]",Which of Xarray's core features are most important to you? [Reading and writing files],Which of Xarray's core features are most important to you? [Parallel computation with Dask],Which of Xarray's core features are most important to you? [Interoperability with Pandas],Which of Xarray's core features are most important to you? [Plotting],Where do you use Xarray? [Personal laptop],Where do you use Xarray? [Large workstation],Where do you use Xarray? [HPC cluster],Where do you use Xarray? [Cloud cluster],Interactive or batch? [Interactive:  I use Xarray with Jupyter or IPython when playing with data],Interactive or batch? [Batch: I use Xarray in scripts that run in the future],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 3*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [NetCDF 4*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Zarr*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GRIB*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [GeoTIFF*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Python Pickle*],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [HDF 4/5],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other Image format (PNG, JPG, TIFF, etc.)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Video (e.g. MP4)],Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Database (e.g. MongoDB)],"Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Tensors (e.g. PyTorch, Tensorflow, NumPy)]",Xarray includes support for reading and writing a number of multi-dimensional data storage formats. Which do you use? [Other],"If you answered ""Other"" above, please list any additional formats:",How easy is it for you to upgrade to newer versions of Python libraries?,"What are some other libraries that you often use with Xarray? (e.g. ""dask, pandas, scikit-learn"") ",What would make Xarray even more useful for your work?,What development activities would help you most right now? [Bug fixes],What development activities would help you most right now? [More documentation],What development activities would help you most right now? [More examples in my domain],What development activities would help you most right now? [New features],What development activities would help you most right now? [Performance improvements],"What common feature requests do you care about most? [More flexible indexing (i.e. selection, alignment)]","What common feature requests do you care about most? [More flexible backend arrays (e.g. Dask, CuPy, Pint, Sparse)]","What common feature requests do you care about most? [More flexible file IO (e.g. netCDF, Zarr, DB)]",What common feature requests do you care about most? [Better physical unit support],What common feature requests do you care about most? [Better documentation / more examples from my field],"What common feature requests do you care about most? [Better interoperability with Machine Learning libraries (e.g. Scikit-learn, Tensorflow)]","What common feature requests do you care about most? [New data structures (e.g. lightweight labeled array, tree-like dataset)]",Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [CuPy (GPU) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Sparse arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Dask arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Pint (unit-aware) arrays],Xarray supports multiple backend array types (e.g. NumPy and Dask). Rank your interest non-NumPy backend array support: [Other],"If you answered ""Other"" above, list any additional array types:"
6/2/2022 5:20:18,Data scientist,"Geosciences, Statistics & Machine Learning",Pangeo discourse,Most days,7,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",4,5 (most),3,2,1 (least),Most days,Most days,Never,Never,Most days,,,Regularly (~weekly),Most days,Regularly (~weekly),,,,,,Regularly (~weekly),Regularly (~weekly),,,4,"Dask, scikit-learn, lightgbm","Intermediate docs e.g. apply_ufunc, preprocess etc. ",Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Very useful,Not relevant,Very interested,Not interested,Somewhat interested,Somewhat interested,,
6/2/2022 5:42:00,Domain scientist / researcher,Geosciences,Mailing list,Most days,8,3,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",5 (most),3,4,2,1 (least),Occasionally (~monthly),Never,Regularly (~weekly),Most days,Most days,Regularly (~weekly),Occasionally (~monthly),Most days,Most days,Regularly (~weekly),Regularly (~weekly),Never,Most days,Occasionally (~monthly),Never,Never,Never,,,4,"dask, pandas, dask-dataframe, zarr, fsspec, holoviz suite (geoviews, hvplot, datashader, etc) rioxarray (for reading/writing images), cf-xarray, xbitinfo, intake, intake-stac",The ability to write metadata records that could then be ingested and searched by catalog services (or maybe this is xstac)?,Critical,Somewhat useful,Very useful,Somewhat useful,Very useful,Critical,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very interested,Somewhat interested,Very interested,Somewhat interested,,
6/2/2022 6:01:49,Data scientist,Statistics & Machine Learning,https://discourse.pangeo.io/t/2022-xarray-user-survey-is-live-now/2498,Most days,0,2,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",5 (most),3,1 (least),4,2,Most days,Never,Never,Regularly (~weekly),Most days,Regularly (~weekly),Never,Regularly (~weekly),Never,Never,Never,Regularly (~weekly),Never,Never,Never,Regularly (~weekly),Most days,,,3,"pandas, dask, scikit-learn, numpy, tensorflow","better incorporation/support for ML (e.g., DataLoaders) ",Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Not relevant,Very useful,Critical,Very useful,Somewhat interested,Not interested,Somewhat interested,Not interested,Not interested,
6/2/2022 6:12:10,Data scientist,Statistics & Machine Learning,slack channel,Regularly (~weekly),1,1,1,No,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",5 (most),4,2,3,1 (least),Regularly (~weekly),,,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),,Occasionally (~monthly),,,,,Occasionally (~monthly),,,,,,,2,"dask, pandas","more stability, please reintroduce semantic versioning to make dependency management easier",,,,,,,,,,,Somewhat useful,,Somewhat interested,Very interested,Somewhat interested,,,
6/2/2022 6:56:46,Domain scientist / researcher,"Geosciences, Statistics & Machine Learning",Mailing list,Most days,0,1,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),3,2,4,1 (least),Most days,Never,Never,Never,Most days,Never,Regularly (~weekly),Regularly (~weekly),,,,Regularly (~weekly),,Occasionally (~monthly),,,Regularly (~weekly),,,2,"pandas, xsar, cartopy, xrft, scipy",,Not relevant,Very useful,Very useful,Somewhat useful,Not relevant,Not relevant,Not relevant,Somewhat useful,Not relevant,Very useful,Not relevant,Not relevant,Not interested,Not interested,Not interested,Not interested,Not interested,
6/2/2022 7:01:36,Student,Geosciences,Mailing list,Most days,1,2,2,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),3,2,1 (least),4,Occasionally (~monthly),Never,Never,Most days,Most days,Never,Regularly (~weekly),Most days,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Never,Never,Regularly (~weekly),Never,,3,"pandas, matplotlib, datetime, cf_xarray","better options for opening large files or a large amount of files, easier regrid options",Somewhat useful,Not relevant,Very useful,Very useful,Very useful,Somewhat useful,Not relevant,,Not relevant,Somewhat useful,Very useful,Somewhat useful,Not interested,Not interested,Very interested,Not interested,Not interested,
6/2/2022 7:04:35,Domain scientist / researcher,Geosciences,Friend,Regularly (~weekly),1,2,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",4,5 (most),2,1 (least),3,Never,Never,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Never,Most days,Occasionally (~monthly),,Never,Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),,,1,"pyESMF, GSW (ocean equation of state)",possibility to add data to an existing netcdf file along an unlimited time dimension,Very useful,Very useful,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,,Very useful,,,,,,,,
6/2/2022 7:08:24,"Student, Domain scientist / researcher","Biosciences, Geosciences, Physics, Biogeochemistry",Mailing list,Most days,2,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),4,2,1 (least),3,Most days,Never,Never,Never,Never,Most days,Never,Most days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,"numpy, matplotlib, scipy, datetime, gsw",,Very useful,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Not relevant,Somewhat useful,Very useful,Not relevant,Not interested,Not interested,Not interested,Not interested,Not interested,
6/2/2022 7:12:34,Software engineer / developer,Oceanography,Friend,Most days,4,3,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues), Github Discussions",4,3,5 (most),1 (least),2,Occasionally (~monthly),Occasionally (~monthly),Most days,Never,Most days,Most days,,Most days,Most days,,,,,,,,,,,3,"pandas, dask,holoview,xgcm",automatic chunking with xgcm (ie xgcm.transform),,,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat interested,Somewhat interested,Very interested,Not interested,,
6/2/2022 7:27:29,"Domain scientist / researcher, Data scientist","Geosciences, Statistics & Machine Learning",Twitter,Regularly (~weekly),4,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),4,1 (least),3,2,Occasionally (~monthly),Regularly (~weekly),Never,Never,Never,Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Never,Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Never,Never,,3,"geopandas, pandas, regionmask, scipy, numpy",ability to use shapefiles directly on data (make a cut of a region based on a shapefile) ,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Not relevant,Somewhat useful,Somewhat useful,Not relevant,Somewhat useful,Somewhat useful,Not relevant,Not interested,Somewhat interested,Somewhat interested,Not interested,Not interested,
6/2/2022 7:43:49,"Student, Domain scientist / researcher, Data scientist","Biosciences, Geosciences, Statistics & Machine Learning",Twitter,Occasionally (~monthly),0,0,2,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",3,1 (least),5 (most),4,2,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Never,Occasionally (~monthly),Occasionally (~monthly),,Occasionally (~monthly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Occasionally (~monthly),Never,Never,Never,Most days,Never,,4,"Dask, Holoviews, Intake, pandas, Scikit-learn, TensorFlow ",More tutorials for training. It is still hard to disseminate this stack with labmates,Somewhat useful,Very useful,Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Critical,Critical,Critical,Somewhat useful,Very interested,Somewhat interested,Very interested,Not interested,Not interested,
6/2/2022 7:51:34,Domain scientist / researcher,Geosciences,Mailing list,Most days,1,1,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",2,3,4,1 (least),5 (most),Most days,Never,Most days,Never,Most days,Occasionally (~monthly),Occasionally (~monthly),Most days,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,,2,"dask, panda",,Very useful,Very useful,Critical,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Very useful,Critical,Somewhat useful,Not relevant,Not interested,Very interested,Very interested,Not interested,Not interested,
6/2/2022 8:13:52,Domain scientist / researcher,Geosciences,Twitter,Regularly (~weekly),4,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (raising a new issue), GitHub issue trackers (reading past issues)",4,5 (most),3,2,1 (least),Most days,Most days,Never,Occasionally (~monthly),Most days,Most days,Regularly (~weekly),Most days,Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,,4,"pandas, numpy, dask, rioxarray, pint, xarray-pint",,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Very useful,,Somewhat interested,Somewhat interested,Very interested,,
6/2/2022 8:22:59,Domain scientist / researcher,Astrophysics,GitHub,Regularly (~weekly),2,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),4,2,1 (least),3,Never,Occasionally (~monthly),Most days,Never,Most days,Most days,Never,Most days,Never,Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,,2,"hvplot, matplotlib, pint",native units,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Very useful,Somewhat useful,Not relevant,Somewhat useful,Not interested,Somewhat interested,Not interested,Very interested,Not interested,
6/2/2022 8:42:28,Data scientist,"Geosciences, Statistics & Machine Learning",GitHub,Most days,,4,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",4,5 (most),3,2,1 (least),Most days,Never,Never,Regularly (~weekly),Most days,Regularly (~weekly),Never,Most days,Most days,Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Never,Most days,Occasionally (~monthly),,4,,,Very useful,Somewhat useful,Very useful,Very useful,Very useful,Critical,Very useful,Very useful,Very useful,Very useful,Critical,Very useful,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,
6/2/2022 8:53:56,"Student, Data scientist","Geosciences, Statistics & Machine Learning",Mailing list,Most days,2,2,3,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag",5 (most),2,1 (least),4,3,Most days,Regularly (~weekly),Never,Occasionally (~monthly),Most days,Occasionally (~monthly),Regularly (~weekly),Most days,Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Most days,,,2,"pandas, cartopy, NumPy, TensorFlow, Seaborn, random, scipy","maybe more example sometimes with data on the doc and various plotting + I really need to go into more details of xarray functions, there are too many to count for me ahah",Somewhat useful,Critical,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Very useful,Very useful,Somewhat useful,Not interested,Somewhat interested,Somewhat interested,Not interested,,
6/2/2022 8:57:29,"Student, Educator, Data scientist, Software engineer / developer","Geosciences, Statistics & Machine Learning",Friend,Most days,0,2,1,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, Github Discussions",4,3,5 (most),2,1 (least),Regularly (~weekly),Regularly (~weekly),Never,Most days,Most days,Occasionally (~monthly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),,Regularly (~weekly),,,,,,Regularly (~weekly),,,2,"dask, pandas, scikit-learn, StackSTAC","It is compatible with StackSTAC, STAC servers, and Dask for geospatial workflows.",Somewhat useful,Critical,Critical,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Critical,Critical,Very useful,Very interested,,Very interested,,,
6/2/2022 9:04:08,Software engineer / developer,Oceanography and Ocean Modeling,Mailing list,Regularly (~weekly),6,2,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",3,5 (most),4,1 (least),2,Regularly (~weekly),Most days,Occasionally (~monthly),Never,Regularly (~weekly),Most days,,Most days,,Occasionally (~monthly),Occasionally (~monthly),,Occasionally (~monthly),,,,,,,4,"dask, pandas, numpy, matplotlib",,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,,Somewhat interested,,Somewhat interested,,
6/2/2022 9:08:13,Domain scientist / researcher,Geosciences,pangeo forum,Regularly (~weekly),1,2,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),4,2,1 (least),3,Occasionally (~monthly),Regularly (~weekly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,Never,Regularly (~weekly),Never,Never,Never,Never,Never,,4,,more plotting capabilities,Very useful,Very useful,Very useful,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Somewhat useful,Not relevant,Critical,Not relevant,Not relevant,Not interested,Somewhat interested,Somewhat interested,Not interested,Not interested,
6/2/2022 9:15:43,Data scientist,"Biosciences, Statistics & Machine Learning",Mailing list,Most days,3,4,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",5 (most),2,1 (least),3,4,Regularly (~weekly),Most days,Never,Never,Most days,Occasionally (~monthly),Never,Most days,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Never,,4,"pandas, arviz",Support for hierarchical structure (like netcdf groups),Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Critical,Somewhat interested,Very interested,Somewhat interested,Somewhat interested,,
6/2/2022 9:47:51,"Domain scientist / researcher, Data scientist, Software engineer / developer, System administrator",welding engineering,GitHub,Most days,3,2,3,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",5 (most),1 (least),3,2,4,Most days,Regularly (~weekly),Never,Never,Most days,Occasionally (~monthly),Never,Regularly (~weekly),Never,Never,Never,Never,Never,Never,Occasionally (~monthly),Never,Never,Most days,weldx (custom implementation) ,4,"pint, scipy",custom indexer support,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Somewhat useful,Critical,Very useful,Somewhat useful,Critical,Very interested,Not interested,Very interested,Very interested,Not interested,
6/2/2022 11:17:54,"Data scientist, Software engineer / developer",Geosciences,Gitter pangeo-data,Most days,4,3,4,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",3,2,4,,1 (least),Regularly (~weekly),,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Occasionally (~monthly),Never,Never,Never,Never,,,3,"Dask, rioxarray, xesmf, scikit-learn, adamapi, openeo",Vertical interpolation package,,,,Very useful,Very useful,,Very useful,Very useful,,,Somewhat useful,,Very interested,Somewhat interested,Very interested,,,
6/2/2022 12:21:08,"Domain scientist / researcher, Data scientist",Geosciences,Friend,Regularly (~weekly),5,3,4,Yes,"Documentation (https://docs.xarray.dev/), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,3,2,1 (least),Most days,Occasionally (~monthly),Never,Regularly (~weekly),Most days,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Never,Most days,Never,Occasionally (~monthly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),,,4,"dask, rioxarray, stackstac",,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Somewhat useful,Not relevant,Very useful,Very useful,Very useful,Very interested,Somewhat interested,Very interested,Somewhat interested,,
6/2/2022 14:14:04,"Domain scientist / researcher, Data scientist, Software engineer / developer",Statistics & Machine Learning,Twitter,Most days,3,4,3,Yes (and I wouldn't mind a little less stability if it meant the project developed faster),"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues), Github Discussions",5 (most),4,3,2,1 (least),Most days,Occasionally (~monthly),Never,Never,Most days,Most days,Never,Most days,Most days,Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,,4,"dask, matplotlib, numpy (linear algebra or fft generally), scipy, arviz",,Very useful,Very useful,Very useful,Critical,Somewhat useful,Very useful,Critical,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Critical,Somewhat interested,Very interested,Very interested,Somewhat interested,Very interested,jax arrays and pytorch and aesara tensors
6/2/2022 15:03:26,"Data scientist, Software engineer / developer",Agriculture,GitHub,Regularly (~weekly),1,3,3,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",4,1 (least),5 (most),2,3,Regularly (~weekly),Occasionally (~monthly),Never,Regularly (~weekly),Regularly (~weekly),Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Never,Never,Never,Regularly (~weekly),Never,Never,Never,Occasionally (~monthly),Never,,3,"dask, numpy, pvlib",Better interpolation functions,Very useful,Very useful,Critical,Somewhat useful,Very useful,Critical,Very useful,Somewhat useful,Very useful,Somewhat useful,Not relevant,Somewhat useful,Somewhat interested,Not interested,Very interested,Very interested,Not interested,
6/2/2022 15:24:10,Domain scientist / researcher,Statistics & Machine Learning,Twitter,Most days,3,1,1,Yes,Documentation (https://docs.xarray.dev/),5 (most),4,3,1 (least),2,Regularly (~weekly),Never,Occasionally (~monthly),Never,Regularly (~weekly),Never,Regularly (~weekly),Regularly (~weekly),Never,Never,Never,Never,Never,Never,Never,Never,Regularly (~weekly),,,4,ArviZ,,Critical,Very useful,Very useful,Not relevant,Not relevant,Very useful,Not relevant,Not relevant,Not relevant,Critical,Not relevant,Very useful,,Very interested,,,,
6/2/2022 16:21:56,"Student, Domain scientist / researcher","Geosciences, Statistics & Machine Learning",Mailing list,Most days,5,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag, GitHub issue trackers (reading past issues)",5 (most),4,2,3,1 (least),Occasionally (~monthly),Most days,Never,Occasionally (~monthly),Most days,Regularly (~weekly),,Most days,Never,Never,Never,Occasionally (~monthly),Never,Never,Never,Never,Occasionally (~monthly),Never,,4,,,Not relevant,Not relevant,Somewhat useful,Somewhat useful,Not relevant,Not relevant,Not relevant,Not relevant,Not relevant,Somewhat useful,Very useful,Not relevant,,,,,,
6/2/2022 16:56:44,"Educator, Domain scientist / researcher",Geosciences,Mailing list,Occasionally (~monthly),6,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",3,,1 (least),2,4,Most days,Never,Occasionally (~monthly),Never,Most days,Occasionally (~monthly),Never,Most days,Never,Occasionally (~monthly),Never,Never,Most days,Most days,Never,Never,Never,,,4,"pandas, seaborne, seawater, GSW-Python, argopy, WRF-Python",,Somewhat useful,Critical,Critical,Somewhat useful,Somewhat useful,Critical,Somewhat useful,Very useful,Somewhat useful,Critical,Somewhat useful,Very useful,Not interested,Somewhat interested,Very interested,Somewhat interested,,
6/2/2022 18:21:12,"Domain scientist / researcher, Data scientist, Software engineer / developer","Finance, Planning and simulation ",Twitter,Most days,4,3,3,Yes,Stack Overflow #python-xarray tag,5 (most),,,4,,,,,Most days,,Most days,,,,,,Most days,,,,Most days,,,,4,"Pandas, Plotly ",,,,,,Critical,Very useful,Very useful,Very useful,,,,,Very interested,,Very interested,,,
6/2/2022 19:48:29,Domain scientist / researcher,Geosciences,Zulip,Regularly (~weekly),2,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), GitHub issue trackers (reading past issues)",4,5 (most),3,1 (least),2,Never,Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Occasionally (~monthly),Regularly (~weekly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),Occasionally (~monthly),Occasionally (~monthly),Never,Never,Occasionally (~monthly),Never,,3,"dask, numpy, pandas, scikit-learn, cartopy, matplotlib, scipy, cf_xarray, xesmf, cftime",,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Not relevant,Very useful,Somewhat useful,Not relevant,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,,
6/2/2022 23:28:10,Software engineer / developer,Geosciences,Twitter,Most days,2,4,4,Yes,"Documentation (https://docs.xarray.dev/), GitHub issue trackers (reading past issues)",3,4,5 (most),2,1 (least),Most days,Regularly (~weekly),Never,Most days,Regularly (~weekly),Most days,Most days,Most days,Most days,Never,Occasionally (~monthly),Never,Occasionally (~monthly),Never,Never,Never,Never,Never,,4,"dask, rechunker, botocore, numpy, pandas","Programmatic access to the dask processing graph (for debugging & perf optimization), simpler rechunking (avoid having to delete encoding properties).",Very useful,Critical,Very useful,Somewhat useful,Critical,Somewhat useful,Very useful,Critical,Somewhat useful,Critical,Very useful,Critical,Somewhat interested,Very interested,Very interested,Not interested,Not interested,
6/2/2022 23:40:41,"Student, Domain scientist / researcher",Geosciences,GitHub,Most days,2,2,4,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev)",5 (most),3,4,1 (least),2,Regularly (~weekly),,Regularly (~weekly),,Regularly (~weekly),Regularly (~weekly),,Most days,,Regularly (~weekly),,,,,,,,,,4,"matplotlib, scikit-learn, statsmodels",,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,Very useful,Somewhat useful,"Not relevant, Critical",Very interested,Not interested,Very interested,Somewhat interested,Not interested,
6/2/2022 23:48:16,Domain scientist / researcher,Geosciences,Mailing list,Regularly (~weekly),2,1,2,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",5 (most),4,1 (least),2,3,Regularly (~weekly),Occasionally (~monthly),Never,Occasionally (~monthly),Regularly (~weekly),Never,Never,Regularly (~weekly),Never,Never,Never,,Occasionally (~monthly),Never,Never,Never,Never,Never,,2,,,Very useful,,Very useful,,,,,,,,,,,,,,,
6/3/2022 0:18:28,Domain scientist / researcher,Geosciences,Friend,Regularly (~weekly),1,2,0,Yes,"Documentation (https://docs.xarray.dev/), Tutorials (https://tutorial.xarray.dev), Stack Overflow #python-xarray tag",5 (most),4,1 (least),2,3,Most days,Never,Never,Never,Most days,Never,Most days,Most days,Never,Occasionally (~monthly),Never,Never,Never,Never,Never,Never,Never,Never,,4,"scikit-learn, numpy","being able to use scikit-learn (in particular the ""neighbours"" part) directly on xarray DataArray objects, and not having to convert to numpy array before",Not relevant,Very useful,Very useful,Very useful,Not relevant,Not relevant,Somewhat useful,Not relevant,Not relevant,Very useful,Critical,Somewhat useful,Not interested,Not interested,Not interested,Not interested,Not interested,
